duration,scroll_depth,key_count,switch_count,label
389,28,11,0,1
690,56,50,6,1
10,62,102,22,0
573,70,65,6,1
358,87,0,0,0
1172,13,5,3,1
441,54,42,3,1
131,61,148,3,0
1678,20,100,13,1
238,81,7,2,0
178,0,11,0,1
464,38,48,4,1
198,89,100,17,0
1778,66,47,15,1
98,51,2,3,0
133,1,9,0,1
451,100,23,4,1
278,96,51,22,0
966,45,29,14,1
61,52,10,1,0
289,28,8,1,1
744,81,41,1,1
189,59,22,21,0
1667,22,88,5,1
166,88,3,2,0
1094,29,12,1,1
892,94,0,8,1
256,81,68,20,0
866,79,29,15,1
133,57,5,0,0
126,32,11,0,1
165,80,16,8,1
142,54,124,29,0
1587,86,57,11,1
220,69,2,5,0
98,20,4,2,1
497,27,25,3,1
109,57,120,23,0
741,50,54,13,1
431,67,8,5,0
86,24,10,1,1
126,100,25,1,1
80,64,108,28,0
1062,82,61,6,1
79,58,9,5,0
955,35,12,0,1
619,93,19,6,1
29,54,30,15,0
667,81,78,13,1
287,53,2,3,0
503,14,13,3,1
820,11,0,4,1
149,63,45,7,0
1591,90,28,15,1
402,51,2,1,0
267,37,14,2,1
393,26,13,6,1
233,27,20,8,0
1592,30,100,15,1
251,50,6,2,0
394,37,7,0,1
485,95,34,3,1
211,77,14,13,0
1313,65,90,12,1
553,88,8,1,0
823,16,13,2,1
720,71,36,2,1
93,98,143,14,0
368,22,96,6,1
148,92,3,2,0
891,21,9,2,1
359,88,46,3,1
113,67,74,15,0
318,39,52,7,1
329,57,0,1,0
470,14,4,2,1
197,78,49,4,1
85,85,97,28,0
1011,89,43,11,1
443,86,2,1,0
851,19,6,2,1
268,12,15,5,1
225,89,22,9,0
1643,48,30,6,1
119,74,5,1,0
589,18,12,1,1
214,28,25,6,1
119,91,87,15,0
1238,44,59,15,1
125,66,4,4,0
390,8,1,0,1
851,92,36,4,1
19,98,92,14,0
392,52,31,14,1
445,90,9,4,0
1148,37,2,3,1
408,92,42,1,1
25,94,14,7,0
403,85,42,5,1
400,96,4,1,0
891,26,6,1,1
650,74,5,4,1
83,96,120,11,0
831,66,87,9,1
237,71,4,0,0
189,9,14,3,1
551,71,6,7,1
134,75,42,15,0
1444,79,81,15,1
538,87,1,4,0
82,8,14,0,1
727,31,37,2,1
179,26,54,11,0
1186,88,72,12,1
164,95,1,1,0
871,13,5,0,1
480,12,12,7,1
253,39,28,11,0
1499,70,56,15,1
308,62,6,0,0
938,14,10,3,1
687,27,16,7,1
76,37,9,17,0
436,89,63,14,1
478,80,10,0,0
813,13,11,1,1
274,36,19,1,1
288,35,101,12,0
1423,77,83,8,1
422,69,1,4,0
164,25,2,2,1
756,94,1,1,1
76,75,85,16,0
1076,26,45,10,1
505,68,5,1,0
79,15,13,1,1
449,37,41,1,1
248,92,113,27,0
666,89,92,13,1
86,66,2,3,0
447,4,5,1,1
887,73,23,4,1
210,91,11,26,0
1362,69,81,5,1
317,74,2,0,0
490,3,12,3,1
438,36,0,6,1
11,80,98,17,0
1189,70,92,11,1
306,50,1,3,0
778,16,13,2,1
525,49,28,7,1
223,36,108,28,0
1661,88,82,13,1
217,51,4,0,0
371,33,2,0,1
891,24,30,7,1
25,39,106,25,0
1734,31,78,6,1
109,63,4,2,0
973,15,15,3,1
516,33,11,8,1
270,85,89,11,0
575,35,52,7,1
291,96,4,4,0
293,25,10,2,1
589,27,31,5,1
77,71,37,29,0
1642,21,72,5,1
533,97,9,1,0
304,16,1,1,1
495,86,22,1,1
83,94,7,9,0
1690,89,76,7,1
235,74,6,0,0
1144,28,14,3,1
116,32,29,8,1
164,72,111,14,0
467,20,58,6,1
389,56,10,2,0
840,39,1,0,1
459,71,3,1,1
198,51,42,24,0
482,76,59,13,1
290,52,10,3,0
149,12,8,1,1
142,46,22,6,1
29,20,26,14,0
868,20,44,8,1
508,79,6,0,0
449,31,15,1,1
546,27,21,4,1
221,30,94,29,0
1097,56,75,15,1
589,63,10,0,0
897,35,3,1,1
622,69,4,6,1
58,56,106,6,0
772,28,69,8,1
114,86,9,3,0
961,6,15,2,1
682,13,45,0,1
270,21,99,29,0
1039,52,50,13,1
351,54,1,2,0
99,10,12,2,1
775,35,24,5,1
89,60,8,5,0
1455,90,25,6,1
478,69,3,1,0
1145,28,8,2,1
575,53,16,3,1
75,46,142,8,0
506,34,88,7,1
131,52,3,1,0
480,20,3,3,1
367,77,24,3,1
139,67,98,5,0
1096,39,99,14,1
93,50,9,1,0
841,26,12,1,1
327,96,48,0,1
69,20,26,27,0
1682,58,94,15,1
295,55,10,2,0
1085,1,14,2,1
763,41,45,3,1
12,75,30,25,0
1458,48,65,5,1
132,59,2,2,0
1047,36,1,0,1
791,99,39,8,1
252,75,25,16,0
571,82,31,15,1
521,75,7,4,0
140,8,7,1,1
214,90,20,5,1
32,73,49,23,0
1224,21,67,13,1
545,66,0,4,0
793,30,3,1,1
837,74,40,3,1
182,28,13,18,0
302,56,90,14,1
539,65,9,5,0
275,23,3,1,1
478,92,22,6,1
205,55,31,19,0
1764,83,82,6,1
66,74,5,0,0
892,17,5,0,1
463,22,22,3,1
140,94,35,25,0
356,47,71,15,1
288,69,5,3,0
389,1,3,0,1
595,30,34,7,1
187,86,89,25,0
760,79,74,12,1
125,61,10,4,0
474,19,2,3,1
737,46,0,6,1
275,24,102,15,0
650,51,32,8,1
102,67,6,0,0
825,17,7,0,1
760,55,7,2,1
295,70,18,14,0
1558,52,51,7,1
92,59,4,3,0
643,17,6,2,1
231,45,18,6,1
191,65,43,30,0
1380,33,84,10,1
117,100,5,3,0
603,14,14,2,1
569,37,26,6,1
39,59,83,24,0
856,48,33,11,1
117,97,4,2,0
248,5,10,3,1
85,92,45,0,1
120,98,148,19,0
888,51,98,8,1
557,61,2,1,0
635,2,8,3,1
478,28,41,6,1
288,75,37,13,0
674,20,75,11,1
419,99,4,0,0
1170,20,8,3,1
515,68,44,8,1
195,77,16,19,0
467,49,69,6,1
116,61,5,4,0
642,11,2,3,1
98,90,19,8,1
273,69,11,9,0
1201,49,33,13,1
358,100,5,4,0
1132,32,5,1,1
126,94,23,2,1
285,29,65,24,0
786,49,75,9,1
563,65,10,5,0
295,37,10,3,1
699,85,0,2,1
98,83,82,6,0
1217,26,71,6,1
70,84,6,2,0
365,36,1,0,1
363,58,13,7,1
201,96,143,26,0
1767,38,44,7,1
268,55,2,2,0
590,39,0,1,1
625,95,38,2,1
38,45,83,26,0
631,77,70,14,1
110,58,0,5,0
170,17,8,1,1
748,24,40,7,1
198,42,30,15,0
1031,35,22,9,1
273,85,10,1,0
744,38,13,1,1
553,78,37,0,1
286,55,44,7,0
1747,79,63,7,1
171,61,9,1,0
1196,18,8,1,1
137,88,14,0,1
55,60,138,2,0
639,69,86,13,1
298,64,4,2,0
852,18,14,2,1
481,20,7,8,1
167,40,133,10,0
1723,38,69,11,1
190,100,5,1,0
596,34,5,0,1
168,77,28,8,1
147,27,142,16,0
538,66,77,7,1
310,83,6,1,0
73,38,10,2,1
283,80,6,8,1
213,27,90,12,0
460,71,29,14,1
276,75,7,0,0
968,31,14,3,1
503,71,41,5,1
240,20,24,14,0
1359,34,87,5,1
374,62,9,1,0
1083,29,15,0,1
266,71,42,1,1
175,39,58,20,0
547,37,71,9,1
562,92,2,3,0
489,37,6,0,1
439,75,37,0,1
70,40,73,18,0
650,32,44,11,1
251,97,7,4,0
216,16,0,0,1
78,10,0,1,1
68,85,127,18,0
961,85,72,9,1
459,82,0,5,0
276,2,12,0,1
404,49,31,2,1
235,89,84,9,0
461,25,22,6,1
577,54,2,5,0
477,11,14,0,1
302,51,6,2,1
170,28,108,20,0
416,25,36,15,1
346,91,7,1,0
217,16,13,3,1
654,34,40,3,1
165,49,136,14,0
1387,32,59,8,1
90,84,2,4,0
794,12,8,0,1
802,18,0,3,1
25,97,120,17,0
817,80,93,11,1
576,65,10,2,0
998,4,7,3,1
721,46,22,2,1
191,47,52,13,0
652,48,28,5,1
356,58,5,1,0
1088,17,1,0,1
80,69,49,4,1
74,39,76,11,0
1453,41,28,13,1
594,68,5,2,0
829,9,4,2,1
471,10,16,5,1
272,24,64,2,0
694,72,24,13,1
386,83,6,4,0
631,10,5,0,1
123,70,28,2,1
263,85,118,14,0
1152,61,44,13,1
293,98,4,1,0
118,40,15,0,1
465,35,14,1,1
7,51,54,4,0
543,76,65,13,1
365,59,10,2,0
297,14,0,3,1
310,37,25,8,1
25,93,20,24,0
1778,38,49,8,1
144,88,1,5,0
1127,33,6,1,1
283,85,16,0,1
40,29,69,14,0
506,70,29,15,1
139,82,9,2,0
987,3,6,3,1
617,98,48,4,1
250,100,6,8,0
338,85,59,13,1
446,58,1,4,0
351,40,6,2,1
303,38,43,1,1
266,36,5,25,0
1193,32,40,5,1
154,87,10,2,0
74,34,10,0,1
290,26,1,8,1
183,30,98,20,0
628,87,95,13,1
594,82,4,4,0
776,85,62,20,1
776,49,75,17,0
960,53,94,17,1
762,43,53,15,0
843,55,89,10,1
552,79,6,8,0
140,50,39,12,1
29,16,46,15,0
88,16,98,13,0
518,30,43,19,0
196,54,62,7,1
181,3,22,7,0
461,10,38,17,0
996,75,8,19,0
370,98,36,19,1
871,39,100,10,1
338,69,60,20,0
232,27,9,19,1
303,49,58,14,0
553,54,42,19,0
147,22,88,3,0
414,99,95,17,1
29,29,36,5,0
297,41,11,4,0
251,90,89,11,1
222,29,27,17,1
102,95,28,8,0
982,7,22,3,1
289,53,16,8,1
272,95,72,11,1
819,78,43,15,0
213,73,89,1,1
162,16,84,8,0
91,16,59,1,0
35,51,55,10,1
362,7,46,6,1
826,51,57,17,1
382,1,88,18,0
875,12,12,11,0
159,26,5,6,0
954,82,34,20,0
92,21,62,4,1
323,78,64,5,0
269,13,90,18,1
136,46,74,6,1
876,90,46,14,1
985,99,86,16,1
992,74,60,8,0
864,93,61,8,0
592,60,79,19,1
