duration,scroll_depth,key_count,switch_count,label
239,27,75,27,0
72,87,4,2,0
219,10,11,3,1
372,58,43,0,1
78,70,35,27,0
542,74,2,5,0
1074,1,15,4,1
218,77,35,3,1
98,97,101,20,0
48,58,4,4,0
217,5,5,1,1
630,66,16,1,1
289,35,72,20,0
353,56,10,5,0
804,18,1,0,1
142,54,45,4,1
99,57,54,5,0
240,74,6,4,0
1085,19,9,5,1
316,42,24,2,1
27,75,67,17,0
418,91,2,3,0
1104,4,14,2,1
472,64,18,5,1
216,31,54,14,0
108,99,8,5,0
271,14,13,2,1
698,45,11,5,1
81,49,24,23,0
376,95,4,5,0
416,14,14,4,1
725,67,23,0,1
197,68,148,14,0
176,83,10,5,0
858,0,4,4,1
606,28,18,1,1
270,91,139,14,0
351,79,3,4,0
1093,15,4,0,1
315,52,45,0,1
208,37,69,19,0
281,54,6,0,0
323,20,1,3,1
502,69,33,3,1
212,71,75,4,0
283,85,3,4,0
355,11,13,3,1
179,26,33,5,1
206,82,109,11,0
463,87,1,1,0
1088,2,0,4,1
86,32,13,0,1
236,49,67,21,0
203,84,1,2,0
1012,20,5,1,1
314,62,31,5,1
163,22,7,5,0
52,92,7,3,0
603,17,2,0,1
345,15,22,1,1
206,50,27,12,0
202,99,5,4,0
1071,1,8,1,1
290,31,31,3,1
173,47,123,30,0
340,83,0,4,0
951,15,14,2,1
769,24,4,3,1
57,69,41,19,0
508,92,2,4,0
1065,9,11,5,1
401,68,50,5,1
199,68,100,20,0
453,76,6,5,0
705,6,14,4,1
755,59,0,1,1
199,62,74,17,0
237,98,9,4,0
924,2,15,1,1
568,62,45,3,1
246,74,10,3,0
46,63,2,2,0
395,11,2,4,1
463,79,11,0,1
283,35,27,29,0
240,62,3,2,0
141,15,9,1,1
261,44,13,3,1
180,35,50,23,0
592,86,6,2,0
483,0,7,5,1
459,75,4,3,1
132,96,57,16,0
544,93,3,3,0
1103,15,1,1,1
326,36,48,2,1
209,88,23,30,0
295,78,8,5,0
539,7,5,0,1
311,62,8,2,1
206,73,124,6,0
47,96,1,2,0
753,0,15,1,1
227,36,39,5,1
127,51,39,21,0
169,92,3,4,0
695,19,8,1,1
512,36,18,2,1
269,34,94,10,0
447,100,0,4,0
151,18,14,3,1
227,37,19,5,1
263,88,41,2,0
423,81,1,5,0
1166,9,12,5,1
212,36,0,3,1
219,75,104,8,0
66,94,4,5,0
624,0,5,2,1
128,68,14,4,1
124,67,60,3,0
207,54,10,1,0
488,19,6,0,1
724,70,12,1,1
279,82,130,7,0
77,59,10,3,0
393,10,2,3,1
451,38,37,4,1
61,25,105,17,0
530,62,5,2,0
955,2,7,1,1
768,33,11,5,1
7,58,122,16,0
51,53,10,3,0
669,1,4,0,1
360,74,43,1,1
40,32,142,12,0
80,70,10,5,0
170,10,6,1,1
563,38,8,2,1
157,36,144,2,0
196,57,5,4,0
100,7,15,4,1
665,45,43,3,1
196,22,27,3,0
351,87,0,5,0
438,10,13,1,1
665,41,13,2,1
41,24,32,20,0
558,73,2,5,0
1162,0,1,0,1
150,31,33,0,1
134,24,67,27,0
437,79,6,1,0
857,5,12,3,1
525,17,18,1,1
9,83,109,8,0
394,57,7,2,0
960,5,0,0,1
817,40,17,2,1
272,97,117,20,0
593,100,3,3,0
60,2,13,3,1
322,55,41,5,1
6,42,75,18,0
331,78,1,2,0
743,15,3,1,1
887,13,23,2,1
269,65,26,13,0
161,94,3,3,0
1138,15,13,3,1
755,77,17,4,1
15,58,59,15,0
511,74,0,1,0
1053,9,1,0,1
511,24,41,2,1
76,22,137,24,0
206,50,2,5,0
863,17,4,5,1
284,49,21,5,1
147,71,130,7,0
575,85,10,1,0
182,0,10,2,1
300,75,39,5,1
222,99,142,21,0
480,87,7,5,0
235,9,0,1,1
218,79,27,4,1
165,58,73,28,0
165,71,5,4,0
265,11,10,0,1
769,42,47,2,1
129,23,133,27,0
596,80,4,5,0
427,20,2,4,1
761,28,20,4,1
71,92,87,26,0
93,67,4,4,0
426,4,15,5,1
65,22,4,1,1
234,74,62,2,0
349,96,4,1,0
416,12,15,2,1
424,56,48,4,1
173,99,92,2,0
396,85,2,0,0
389,1,0,0,1
879,46,30,5,1
68,74,144,9,0
86,50,3,3,0
940,3,13,2,1
556,11,7,2,1
34,76,55,3,0
302,59,0,2,0
554,15,7,4,1
679,51,11,1,1
275,54,42,4,0
225,76,10,1,0
812,6,7,4,1
70,14,36,4,1
52,75,65,26,0
517,74,4,2,0
430,12,8,5,1
869,12,18,4,1
169,89,31,10,0
547,92,0,5,0
650,13,9,1,1
715,50,14,3,1
129,99,87,22,0
341,94,3,3,0
981,19,11,2,1
109,39,42,3,1
163,62,123,26,0
342,82,8,0,0
1123,18,8,2,1
296,62,2,4,1
210,51,47,5,0
220,67,2,5,0
233,18,14,4,1
268,27,23,2,1
85,31,117,28,0
251,80,6,1,0
444,0,7,2,1
406,51,13,5,1
182,58,9,12,0
107,83,6,1,0
516,18,6,0,1
856,49,18,4,1
269,72,9,16,0
383,91,7,2,0
359,13,15,4,1
399,57,24,5,1
183,23,103,6,0
141,60,0,1,0
1084,18,14,4,1
424,45,36,2,1
224,53,70,25,0
489,68,10,0,0
774,12,7,1,1
636,44,44,1,1
17,72,85,5,0
378,62,1,5,0
1187,2,6,5,1
697,65,7,2,1
136,22,103,14,0
84,87,5,2,0
963,15,11,4,1
638,27,32,3,1
6,51,58,13,0
376,75,3,3,0
583,20,5,2,1
796,22,38,3,1
238,80,78,11,0
322,56,2,5,0
527,0,15,0,1
813,49,31,1,1
144,71,61,23,0
283,86,3,5,0
857,14,14,4,1
617,76,48,0,1
105,43,148,3,0
544,66,10,2,0
698,71,11,5,0
366,28,44,4,0
994,20,71,14,1
942,77,52,17,1
627,66,42,18,0
530,95,26,13,0
489,10,86,16,0
990,37,45,2,0
461,52,17,1,1
15,19,4,14,1
15,12,16,17,0
109,71,67,20,1
240,64,57,10,0
567,65,54,13,1
820,19,90,7,1
177,28,49,1,1
26,43,75,1,0
64,68,17,10,0
798,91,43,14,1
279,69,45,20,1
169,22,73,17,0
439,94,77,15,0
116,92,8,20,0
643,0,80,7,0
486,37,3,10,1
650,66,80,8,0
19,62,51,18,0
719,93,45,0,0
498,95,16,2,1
807,50,49,10,0
947,7,92,19,1
65,45,96,5,0
926,5,95,12,1
513,35,33,4,0
577,37,33,13,1
107,34,0,3,1
190,69,44,8,1
864,81,25,10,0
84,75,97,2,0
736,90,96,20,0
311,5,52,7,0
145,75,34,4,1
507,86,58,13,0
341,9,3,4,1
801,69,43,15,0
546,90,8,4,0
68,40,13,2,0
179,7,27,0,1
371,9,71,8,1
96,95,61,14,1
